ZONE T="TriangleMeshPolyLine with boundary ID6"
-10 0.25
-0.25 0.25
-0.248691 0.249997
-0.247382 0.249986
-0.246073 0.249969
-0.244764 0.249945
-0.243456 0.249914
-0.242147 0.249877
-0.240839 0.249832
-0.239531 0.249781
-0.238223 0.249722
-0.236916 0.249657
-0.235609 0.249585
-0.234302 0.249507
-0.232996 0.249421
-0.23169 0.249329
-0.230385 0.249229
-0.229081 0.249123
-0.227776 0.24901
-0.226473 0.24889
-0.22517 0.248764
-0.223868 0.24863
-0.222566 0.24849
-0.221266 0.248343
-0.219966 0.248189
-0.218667 0.248029
-0.217368 0.247861
-0.216071 0.247687
-0.214775 0.247506
-0.213479 0.247318
-0.212185 0.247123
-0.210891 0.246922
-0.209599 0.246714
-0.208308 0.246499
-0.207018 0.246277
-0.205729 0.246049
-0.204441 0.245814
-0.203155 0.245572
-0.20187 0.245323
-0.200586 0.245068
-0.199303 0.244806
-0.198022 0.244537
-0.196742 0.244261
-0.195464 0.243979
-0.194187 0.24369
-0.192912 0.243395
-0.191639 0.243092
-0.190367 0.242784
-0.189096 0.242468
-0.187828 0.242146
-0.186561 0.241817
-0.185295 0.241481
-0.184032 0.241139
-0.18277 0.240791
-0.18151 0.240435
-0.180252 0.240073
-0.178996 0.239705
-0.177742 0.23933
-0.17649 0.238948
-0.17524 0.23856
-0.173992 0.238165
-0.172746 0.237764
-0.171502 0.237356
-0.17026 0.236942
-0.169021 0.236521
-0.167783 0.236094
-0.166548 0.23566
-0.165316 0.23522
-0.164085 0.234774
-0.162857 0.23432
-0.161631 0.233861
-0.160408 0.233395
-0.159187 0.232923
-0.157969 0.232444
-0.156753 0.231959
-0.15554 0.231468
-0.154329 0.23097
-0.153121 0.230466
-0.151916 0.229955
-0.150713 0.229439
-0.149513 0.228916
-0.148316 0.228386
-0.147121 0.227851
-0.14593 0.227309
-0.144741 0.226761
-0.143555 0.226207
-0.142372 0.225646
-0.141192 0.22508
-0.140015 0.224507
-0.138841 0.223928
-0.13767 0.223343
-0.136502 0.222752
-0.135338 0.222154
-0.134176 0.221551
-0.133018 0.220941
-0.131862 0.220326
-0.13071 0.219704
-0.129562 0.219077
-0.128416 0.218443
-0.127274 0.217803
-0.126135 0.217158
-0.125 0.216506
-0.123868 0.215849
-0.12274 0.215186
-0.121615 0.214516
-0.120493 0.213841
-0.119375 0.21316
-0.118261 0.212473
-0.11715 0.21178
-0.116043 0.211082
-0.11494 0.210378
-0.11384 0.209668
-0.112744 0.208952
-0.111652 0.20823
-0.110564 0.207503
-0.109479 0.20677
-0.108398 0.206032
-0.107322 0.205287
-0.106249 0.204537
-0.10518 0.203782
-0.104115 0.203021
-0.103054 0.202254
-0.101997 0.201482
-0.100944 0.200704
-0.0998949 0.199921
-0.0988502 0.199132
-0.0978096 0.198338
-0.0967732 0.197539
-0.095741 0.196734
-0.0947131 0.195923
-0.0936893 0.195108
-0.0926699 0.194286
-0.0916548 0.19346
-0.090644 0.192628
-0.0896376 0.191791
-0.0886356 0.190949
-0.087638 0.190101
-0.0866448 0.189249
-0.0856562 0.188391
-0.084672 0.187528
-0.0836924 0.18666
-0.0827173 0.185786
-0.0817469 0.184908
-0.080781 0.184024
-0.0798198 0.183136
-0.0788632 0.182242
-0.0779114 0.181344
-0.0769642 0.18044
-0.0760218 0.179532
-0.0750842 0.178618
-0.0741513 0.1777
-0.0732233 0.176777
-0.0723001 0.175849
-0.0713818 0.174916
-0.0704684 0.173978
-0.0695599 0.173036
-0.0686564 0.172089
-0.0677578 0.171137
-0.0668643 0.17018
-0.0659757 0.169219
-0.0650922 0.168253
-0.0642138 0.167283
-0.0633405 0.166308
-0.0624722 0.165328
-0.0616092 0.164344
-0.0607512 0.163355
-0.0598985 0.162362
-0.059051 0.161364
-0.0582087 0.160362
-0.0573717 0.159356
-0.0565399 0.158345
-0.0557135 0.15733
-0.0548924 0.156311
-0.0540766 0.155287
-0.0532662 0.154259
-0.0524612 0.153227
-0.0516617 0.15219
-0.0508675 0.15115
-0.0500788 0.150105
-0.0492956 0.149056
-0.0485179 0.148003
-0.0477458 0.146946
-0.0469791 0.145885
-0.0462181 0.14482
-0.0454626 0.143751
-0.0447127 0.142678
-0.0439685 0.141602
-0.0432299 0.140521
-0.0424969 0.139436
-0.0417697 0.138348
-0.0410482 0.137256
-0.0403324 0.13616
-0.0396223 0.13506
-0.038918 0.133957
-0.0382195 0.13285
-0.0375268 0.131739
-0.03684 0.130625
-0.0361589 0.129507
-0.0354838 0.128385
-0.0348145 0.12726
-0.0341511 0.126132
-0.0334936 0.125
-0.0328421 0.123865
-0.0321965 0.122726
-0.0315569 0.121584
-0.0309233 0.120438
-0.0302957 0.11929
-0.0296741 0.118138
-0.0290586 0.116982
-0.0284491 0.115824
-0.0278457 0.114662
-0.0272484 0.113498
-0.0266572 0.11233
-0.0260721 0.111159
-0.0254931 0.109985
-0.0249203 0.108808
-0.0243537 0.107628
-0.0237932 0.106445
-0.023239 0.105259
-0.022691 0.10407
-0.0221492 0.102879
-0.0216136 0.101684
-0.0210844 0.100487
-0.0205613 0.099287
-0.0200446 0.0980843
-0.0195342 0.0968789
-0.0190301 0.0956709
-0.0185324 0.0944602
-0.0180409 0.0932469
-0.0175559 0.0920311
-0.0170772 0.0908128
-0.0166049 0.089592
-0.016139 0.0883687
-0.0156795 0.087143
-0.0152264 0.0859149
-0.0147798 0.0846845
-0.0143396 0.0834517
-0.0139059 0.0822167
-0.0134787 0.0809794
-0.0130579 0.0797398
-0.0126436 0.0784981
-0.0122359 0.0772542
-0.0118346 0.0760083
-0.0114399 0.0747602
-0.0110517 0.0735101
-0.0106701 0.0722579
-0.0102951 0.0710038
-0.00992658 0.0697478
-0.00956467 0.0684898
-0.00920936 0.06723
-0.00886065 0.0659683
-0.00851854 0.0647048
-0.00818306 0.0634395
-0.00785421 0.0621725
-0.007532 0.0609038
-0.00721643 0.0596334
-0.00690752 0.0583613
-0.00660527 0.0570877
-0.0063097 0.0558125
-0.00602081 0.0545358
-0.00573861 0.0532576
-0.0054631 0.0519779
-0.0051943 0.0506968
-0.00493221 0.0494143
-0.00467683 0.0481305
-0.00442819 0.0468453
-0.00418627 0.0455589
-0.0039511 0.0442712
-0.00372267 0.0429823
-0.00350099 0.0416922
-0.00328607 0.040401
-0.00307791 0.0391086
-0.00287653 0.0378152
-0.00268192 0.0365208
-0.00249409 0.0352253
-0.00231304 0.0339289
-0.00213878 0.0326315
-0.00197132 0.0313333
-0.00181066 0.0300342
-0.00165681 0.0287343
-0.00150976 0.0274336
-0.00136953 0.0261321
-0.00123611 0.0248299
-0.00110951 0.0235271
-0.000989734 0.0222236
-0.000876785 0.0209195
-0.000770667 0.0196148
-0.000671381 0.0183095
-0.00057893 0.0170038
-0.000493318 0.0156976
-0.000414546 0.014391
-0.000342616 0.013084
-0.000277531 0.0117766
-0.000219292 0.0104689
-0.000167902 0.00916093
-0.00012336 0.00785269
-8.56688e-05 0.00654424
-5.48291e-05 0.0052356
-3.08419e-05 0.00392683
-1.37077e-05 0.00261795
-3.42694e-06 0.00130899
0 5.55112e-17
-3.42694e-06 -0.00130899
-1.37077e-05 -0.00261795
-3.08419e-05 -0.00392683
-5.48291e-05 -0.0052356
-8.56688e-05 -0.00654424
-0.00012336 -0.00785269
-0.000167902 -0.00916093
-0.000219292 -0.0104689
-0.000277531 -0.0117766
-0.000342616 -0.013084
-0.000414546 -0.014391
-0.000493318 -0.0156976
-0.00057893 -0.0170038
-0.000671381 -0.0183095
-0.000770667 -0.0196148
-0.000876785 -0.0209195
-0.000989734 -0.0222236
-0.00110951 -0.0235271
-0.00123611 -0.0248299
-0.00136953 -0.0261321
-0.00150976 -0.0274336
-0.00165681 -0.0287343
-0.00181066 -0.0300342
-0.00197132 -0.0313333
-0.00213878 -0.0326315
-0.00231304 -0.0339289
-0.00249409 -0.0352253
-0.00268192 -0.0365208
-0.00287653 -0.0378152
-0.00307791 -0.0391086
-0.00328607 -0.040401
-0.00350099 -0.0416922
-0.00372267 -0.0429823
-0.0039511 -0.0442712
-0.00418627 -0.0455589
-0.00442819 -0.0468453
-0.00467683 -0.0481305
-0.00493221 -0.0494143
-0.0051943 -0.0506968
-0.0054631 -0.0519779
-0.00573861 -0.0532576
-0.00602081 -0.0545358
-0.0063097 -0.0558125
-0.00660527 -0.0570877
-0.00690752 -0.0583613
-0.00721643 -0.0596334
-0.007532 -0.0609038
-0.00785421 -0.0621725
-0.00818306 -0.0634395
-0.00851854 -0.0647048
-0.00886065 -0.0659683
-0.00920936 -0.06723
-0.00956467 -0.0684898
-0.00992658 -0.0697478
-0.0102951 -0.0710038
-0.0106701 -0.0722579
-0.0110517 -0.0735101
-0.0114399 -0.0747602
-0.0118346 -0.0760083
-0.0122359 -0.0772542
-0.0126436 -0.0784981
-0.0130579 -0.0797398
-0.0134787 -0.0809794
-0.0139059 -0.0822167
-0.0143396 -0.0834517
-0.0147798 -0.0846845
-0.0152264 -0.0859149
-0.0156795 -0.087143
-0.016139 -0.0883687
-0.0166049 -0.089592
-0.0170772 -0.0908128
-0.0175559 -0.0920311
-0.0180409 -0.0932469
-0.0185324 -0.0944602
-0.0190301 -0.0956709
-0.0195342 -0.0968789
-0.0200446 -0.0980843
-0.0205613 -0.099287
-0.0210844 -0.100487
-0.0216136 -0.101684
-0.0221492 -0.102879
-0.022691 -0.10407
-0.023239 -0.105259
-0.0237932 -0.106445
-0.0243537 -0.107628
-0.0249203 -0.108808
-0.0254931 -0.109985
-0.0260721 -0.111159
-0.0266572 -0.11233
-0.0272484 -0.113498
-0.0278457 -0.114662
-0.0284491 -0.115824
-0.0290586 -0.116982
-0.0296741 -0.118138
-0.0302957 -0.11929
-0.0309233 -0.120438
-0.0315569 -0.121584
-0.0321965 -0.122726
-0.0328421 -0.123865
-0.0334936 -0.125
-0.0341511 -0.126132
-0.0348145 -0.12726
-0.0354838 -0.128385
-0.0361589 -0.129507
-0.03684 -0.130625
-0.0375268 -0.131739
-0.0382195 -0.13285
-0.038918 -0.133957
-0.0396223 -0.13506
-0.0403324 -0.13616
-0.0410482 -0.137256
-0.0417697 -0.138348
-0.0424969 -0.139436
-0.0432299 -0.140521
-0.0439685 -0.141602
-0.0447127 -0.142678
-0.0454626 -0.143751
-0.0462181 -0.14482
-0.0469791 -0.145885
-0.0477458 -0.146946
