ZONE T="boundary0"
-0.207018 0.246277 
-0.00123611 0.0248299 
-0.25 0.25 
-0.243456 -0.249914 
-0.227776 -0.24901 
-0.109479 -0.20677 
-0.0403324 -0.13616 
-0.0410482 -0.137256 
-0.0051943 0.0506968 
-0.17524 0.23856 
-0.272461 0.25 
-0.26123 0.25 
-0.127274 0.217803 
-0.429688 0.25 
-0.26123 -0.25 
-0.272461 -0.25 
-0.255615 0.25 
-0.339844 -0.25 
-0.294922 -0.25 
-0.294922 0.25 
-0.384766 0.25 
-0.339844 0.25 
-0.519531 0.25 
-9.25 0.25 
-9.5 -0.25 
-7.5 -0.25 
-3.66406 -0.25 
-7 0.25 
-5.10156 0.25 
-4.74219 0.25 
-2.76562 -0.25 
-3.30469 -0.25 
-4.74219 -0.25 
-3.125 0.25 
-1.50781 0.25 
-1.32812 -0.25 
-2.04688 -0.25 
-4.92188 0.25 
-5.82031 0.25 
-2.58594 -0.25 
-2.22656 0.25 
-9.875 -0.25 
-5.91016 -0.25 
-0.229733 -0.249176 
-0.248037 -0.249991 
-0.246728 -0.249978 
-0.241493 -0.249854 
-0.238877 -0.249752 
-0.232343 -0.249375 
-0.233649 -0.249464 
-0.231038 -0.249279 
-0.240185 -0.249806 
-0.225821 -0.248827 
-0.224519 -0.248697 
-0.223217 -0.24856 
-0.218018 -0.247945 
-0.220616 -0.248266 
-0.221916 -0.248417 
-0.21672 -0.247774 
-0.215423 -0.247596 
-0.208953 -0.246606 
-0.211538 -0.247023 
-0.210245 -0.246818 
-0.207663 -0.246388 
-0.214127 -0.247412 
-0.219316 -0.248109 
-0.199944 -0.244937 
-0.196103 -0.24412 
-0.203798 -0.245693 
-0.205085 -0.245931 
-0.191003 -0.242938 
-0.189731 -0.242626 
-0.198663 -0.244671 
-0.192275 -0.243244 
-0.183401 -0.240965 
-0.18214 -0.240613 
-0.185928 -0.241649 
-0.184663 -0.24131 
-0.177116 -0.239139 
-0.187194 -0.241981 
-0.179624 -0.239889 
-0.175865 -0.238754 
-0.194826 -0.243835 
-0.197382 -0.244399 
-0.173369 -0.237965 
-0.168402 -0.236308 
-0.165932 -0.23544 
-0.174616 -0.238363 
-0.172124 -0.23756 
-0.167166 -0.235877 
-0.00430723 -0.0462021 
-0.162244 -0.234091 
-0.16102 -0.233628 
-0.170881 -0.237149 
-0.159798 -0.233159 
-0.157361 -0.232202 
-0.153725 -0.230718 
-0.154934 -0.231219 
-0.163471 -0.234547 
-0.156146 -0.231713 
-0.152518 -0.230211 
-0.148914 -0.228651 
-0.146526 -0.22758 
-0.145335 -0.227035 
-0.144148 -0.226484 
-0.142964 -0.225927 
-0.140604 -0.224793 
-0.138256 -0.223635 
-0.137086 -0.223047 
-0.134757 -0.221853 
-0.139428 -0.224217 
-0.13592 -0.222453 
-0.147719 -0.228119 
-0.128989 -0.21876 
-0.127845 -0.218123 
-0.133597 -0.221246 
-0.122177 -0.214851 
-0.123304 -0.215517 
-0.118818 -0.212817 
-0.117706 -0.212127 
-0.11439 -0.210023 
-0.112198 -0.208591 
-0.116597 -0.211431 
-0.111108 -0.207867 
-0.113292 -0.20931 
-0.121054 -0.214179 
-0.125568 -0.216832 
-0.130136 -0.21939 
-0.10786 -0.205659 
-0.105714 -0.20416 
-0.104647 -0.203401 
-0.10147 -0.201093 
-0.103584 -0.202638 
-0.0993726 -0.199527 
-0.0983299 -0.198735 
-0.0962571 -0.197136 
-0.0972914 -0.197939 
-0.0911494 -0.193044 
-0.0921623 -0.193873 
-0.100419 -0.200313 
-0.0901408 -0.19221 
-0.0942012 -0.195515 
-0.0861505 -0.18882 
-0.0931796 -0.194697 
-0.0851641 -0.187959 
-0.0832049 -0.186223 
-0.0822321 -0.185347 
-0.0881368 -0.190525 
-0.0812639 -0.184466 
-0.0793415 -0.182689 
-0.0841822 -0.187094 
-0.076493 -0.179986 
-0.0414089 0.137802 
-0.075553 -0.179075 
-0.0736873 -0.177238 
-0.0774378 -0.180892 
-0.0783873 -0.181793 
-0.0746177 -0.178159 
-0.0803004 -0.18358 
-0.0871414 -0.189675 
-0.095227 -0.196329 
-0.115492 -0.21073 
-0.0727617 -0.176313 
-0.185928 0.241649 
-0.184663 0.24131 
-0.19355 0.243543 
-0.178369 0.239517 
-0.189731 0.242626 
-0.179624 0.239889 
-0.203798 0.245693 
-0.202512 0.245447 
-0.197382 0.244399 
-0.198663 0.244671 
-0.194826 0.243835 
-0.201228 0.245195 
-0.188462 0.242307 
-0.192275 0.243244 
-0.187194 0.241981 
-0.205085 0.245931 
-0.159798 0.233159 
-0.162244 0.234091 
-0.16102 0.233628 
-0.165932 0.23544 
-0.153725 0.230718 
-0.163471 0.234547 
-0.1647 0.234997 
-0.158578 0.232683 
-0.16964 0.236732 
-0.18214 0.240613 
-0.170881 0.237149 
-0.183401 0.240965 
-0.172124 0.23756 
-0.167166 0.235877 
-0.177116 0.239139 
-0.168402 0.236308 
-0.231038 0.249279 
-0.240185 0.249806 
-0.23757 0.24969 
-0.233649 0.249464 
-0.236263 0.249621 
-0.248037 0.249991 
-0.225821 0.248827 
-0.232343 0.249375 
-0.242802 0.249895 
-9.625 0.25 
-0.238877 0.249752 
-0.241493 0.249854 
-9.875 0.25 
-0.211538 0.247023 
-0.234956 0.249546 
-0.24411 0.24993 
-0.246728 0.249978 
-0.245419 0.249957 
-0.212832 0.247221 
-0.210245 0.246818 
-0.218018 0.247945 
-0.224519 0.248697 
-0.228428 0.249067 
-0.227125 0.24895 
-0.221916 0.248417 
-0.214127 0.247412 
-0.219316 0.248109 
-0.223217 0.24856 
-0.199944 0.244937 
-0.0942012 0.195515 
-0.0962571 0.197136 
-0.102525 0.201868 
-0.0891366 0.19137 
-0.0972914 0.197939 
-0.0983299 0.198735 
-0.100419 0.200313 
-0.103584 0.202638 
-0.0931796 0.194697 
-0.110021 0.207137 
-0.111108 0.207867 
-0.105714 0.20416 
-0.104647 0.203401 
-0.113292 0.20931 
-0.108939 0.206401 
-0.0993726 0.199527 
-0.10147 0.201093 
-0.075553 0.179075 
-0.0812639 0.184466 
-0.0822321 0.185347 
-0.0803004 0.18358 
-0.0709251 0.174447 
-0.076493 0.179986 
-0.0746177 0.178159 
-0.0921623 0.193873 
-0.0871414 0.189675 
-0.0832049 0.186223 
-0.0783873 0.181793 
-0.0881368 0.190525 
-0.0861505 0.18882 
-0.0774378 0.180892 
-0.139428 0.224217 
-0.115492 0.21073 
-0.137086 0.223047 
-0.138256 0.223635 
-0.146526 0.22758 
-0.131286 0.220015 
-0.144148 0.226484 
-0.142964 0.225927 
-0.147719 0.228119 
-0.13592 0.222453 
-0.154934 0.231219 
-0.156146 0.231713 
-0.151314 0.229697 
-0.157361 0.232202 
-0.140604 0.224793 
-0.150113 0.229177 
-0.152518 0.230211 
-0.148914 0.228651 
-0.11439 0.210023 
-0.124434 0.216178 
-0.123304 0.215517 
-0.116597 0.211431 
-0.10786 0.205659 
-0.117706 0.212127 
-0.13244 0.220634 
-0.125568 0.216832 
-0.128989 0.21876 
-0.118818 0.212817 
-0.130136 0.21939 
-0.121054 0.214179 
-0.122177 0.214851 
-0.134757 0.221853 
-0.106785 0.204912 
-0.071841 -0.175382 
-1.77734 0.25 
-0.0691082 -0.172562 
-0.0682071 -0.171613 
-0.06642 -0.1697 
-0.065534 -0.168736 
-0.0700142 -0.173507 
-0.064653 -0.167768 
-0.0603249 -0.162859 
-0.0586299 -0.160863 
-0.0620407 -0.164836 
-0.0611802 -0.163849 
-0.0594748 -0.161863 
-0.0637771 -0.166795 
-0.0673111 -0.170658 
-0.0544845 -0.155799 
-0.0536714 -0.154773 
-0.0569558 -0.158851 
-0.0577902 -0.159859 
-0.0489068 -0.14853 
-0.0528637 -0.153743 
-0.0520615 -0.152709 
-0.0504732 -0.150627 
-0.0473624 -0.146416 
-0.0465986 -0.145353 
-0.0450876 -0.143215 
-0.0443406 -0.14214 
-0.0428634 -0.139979 
-0.0458403 -0.144286 
-0.0435992 -0.141061 
-0.0481318 -0.147475 
-0.0512646 -0.15167 
-0.055303 -0.15682 
-0.0392702 -0.134508 
-0.0385688 -0.133403 
-0.0378732 -0.132294 
-0.0421333 -0.138892 
-0.0351491 -0.127823 
-0.0364994 -0.130066 
-0.0344828 -0.126696 
-0.0331679 -0.124432 
-0.0299849 -0.118714 
-0.027547 -0.11408 
-0.0318767 -0.122155 
-0.0293664 -0.11756 
-0.0325193 -0.123295 
-0.0306095 -0.119864 
-0.0338224 -0.125566 
-0.0371834 -0.131182 
-0.0263646 -0.111744 
-0.0252067 -0.109396 
-0.0235161 -0.105852 
-0.0257826 -0.110572 
-0.0240735 -0.107036 
-0.0269528 -0.112914 
-0.024637 -0.108218 
-0.022965 -0.104665 
-0.021349 -0.101086 
-0.020303 -0.0986856 
-0.0192822 -0.0962749 
-0.0224201 -0.103474 
-0.0177984 -0.092639 
-0.0208228 -0.099887 
-0.0187812 -0.0950655 
-0.0197894 -0.0974816 
-0.0312401 -0.121011 
-0.0163719 -0.0889803 
-0.015453 -0.086529 
-0.0159092 -0.0877559 
-0.0150031 -0.0852997 
-0.0182866 -0.0938536 
-0.0132683 -0.0803596 
-0.0124398 -0.0778762 
-0.0141228 -0.0828342 
-0.0128508 -0.079119 
-0.0104826 -0.0716309 
-0.0116373 -0.0753842 
-0.0108609 -0.072884 
-0.0101108 -0.0703758 
-0.00868959 -0.0653365 
-0.0083508 -0.0640721 
-0.00737421 -0.0602686 
-0.00938702 -0.0678599 
-0.0076931 -0.0615381 
-0.0112458 -0.0741351 
-0.00706197 -0.0589974 
-0.00587971 -0.0538967 
-0.0053287 -0.0513374 
-0.00506325 -0.0500556 
-0.0067564 -0.0577245 
-0.00616526 -0.0551742 
-0.00480452 -0.0487724 
-0.00560085 -0.0526178 
-0.009035 -0.0665991 
-0.00361183 -0.0423372 
-0.00318199 -0.0397548 
-0.00339353 -0.0410466 
-0.00297722 -0.0384619 
-0.00455251 -0.0474879 
-0.00222591 -0.0332802 
-0.00189099 -0.0306838 
-0.00205505 -0.0319824 
-0.00143964 -0.0267828 
-0.00130282 -0.025481 
-0.000933259 -0.0215715 
-0.00173374 -0.0293842 
-0.00158328 -0.0280839 
-0.00117281 -0.0241785 
-0.000721024 -0.0189622 
-0.000625155 -0.0176567 
-0.000453932 -0.0150443 
-0.000248412 -0.0111228 
-0.000536124 -0.0163507 
-0.00104962 -0.0228753 
-0.000193597 -0.00981492 
-0.000104514 -0.00719846 
-7.02489e-05 -0.00588992 
-0.000378581 -0.0137375 
-4.28355e-05 -0.00458122 
-1.71347e-06 0.000654495 
-2.22748e-05 -0.00327239 
-1.71347e-06 -0.000654495 
-0.000145631 -0.00850681 
-0.000823726 -0.0202671 
-0.00406869 -0.044915 
-0.0173165 -0.091422 
-0.0312401 0.121011 
-0.0351491 0.127823 
-0.0318767 0.122155 
-0.0358214 0.128946 
-0.027547 0.11408 
-0.0344828 0.126696 
-0.0338224 0.125566 
-0.0325193 0.123295 
-0.0378732 0.132294 
-0.0364994 0.130066 
-0.0428634 0.139979 
-0.0371834 0.131182 
-0.0224201 0.103474 
-0.0331679 0.124432 
-0.0392702 0.134508 
-0.0406903 0.136708 
-0.0399773 0.13561 
-0.0235161 0.105852 
-0.022965 0.104665 
-0.0197894 0.0974816 
-0.0177984 0.092639 
-0.021349 0.101086 
-0.0218814 0.102281 
-0.0182866 0.0938536 
-0.0192822 0.0962749 
-0.0240735 0.107036 
-0.0287538 0.116403 
-0.0293664 0.11756 
-0.0263646 0.111744 
-0.0257826 0.110572 
-0.0252067 0.109396 
-0.0208228 0.099887 
-0.0443406 0.14214 
-0.0269528 0.112914 
-0.0594748 0.161863 
-0.064653 0.167768 
-0.06642 0.1697 
-0.0544845 0.155799 
-0.0603249 0.162859 
-0.0611802 0.163849 
-0.0637771 0.166795 
-0.0673111 0.170658 
-0.0736873 0.177238 
-0.0691082 0.172562 
-0.065534 0.168736 
-0.0620407 0.164836 
-0.0682071 0.171613 
-0.071841 0.175382 
-0.0496872 0.149581 
-0.0450876 0.143215 
-0.0465986 0.145353 
-0.0561267 0.157838 
-0.0504732 0.150627 
-0.0586299 0.160863 
-0.0577902 0.159859 
-0.0528637 0.153743 
-0.0458403 0.144286 
-0.055303 0.15682 
-0.0473624 0.146416 
-0.0481318 0.147475 
-0.0512646 0.15167 
-0.0489068 0.14853 
-0.0536714 0.154773 
-0.00158328 0.0280839 
-0.00173374 0.0293842 
-0.000721024 0.0189622 
-0.00189099 0.0306838 
-0.002588 0.035873 
-0.00455251 0.0474879 
-0.00430723 0.0462021 
-0.00480452 0.0487724 
-0.00318199 0.0397548 
-0.00339353 0.0410466 
-0.00297722 0.0384619 
-0.00205505 0.0319824 
-0.00361183 0.0423372 
-0.00222591 0.0332802 
-0.00277922 0.037168 
-0.00240356 0.0345771 
-0.000104514 0.00719846 
-4.28355e-05 0.00458122 
-2.22748e-05 0.00327239 
-8.5673e-06 -0.00196347 
-7.02489e-05 0.00588992 
-0.000823726 0.0202671 
-0.000453932 0.0150443 
-0.00104962 0.0228753 
-0.000933259 0.0215715 
-0.000536124 0.0163507 
-0.000378581 0.0137375 
-0.000193597 0.00981492 
-0.000248412 0.0111228 
-0.000310074 0.0124303 
-0.0104826 0.0716309 
-0.0145597 0.0840681 
-0.0112458 0.0741351 
-0.0150031 0.0852997 
-0.0141228 0.0828342 
-0.0124398 0.0778762 
-0.0136923 0.081598 
-0.0132683 0.0803596 
-0.00974563 0.0691188 
-0.0101108 0.0703758 
-0.00938702 0.0678599 
-0.0187812 0.0950655 
-0.020303 0.0986856 
-0.016841 0.0902024 
-0.0163719 0.0889803 
-0.0076931 0.0615381 
-0.00560085 0.0526178 
-0.00616526 0.0551742 
-0.00706197 0.0589974 
-0.00645749 0.0564501 
-0.00383688 0.0436267 
-0.00801864 0.062806 
-0.0083508 0.0640721 
-0.0120353 0.0766313 
-0.0116373 0.0753842 
-0.00868959 0.0653365 
-0.0108609 0.072884 
-0.0173165 0.091422 
-6.625 0.25 
-0.0700142 0.173507 
-0.0709251 -0.174447 
-6.125 0.25 
-8.625 -0.25 
-2.31641 -0.25 
-5.55078 -0.25 
-3.57422 0.25 
-8.125 0.25 
-6.125 -0.25 
-6.875 -0.25 
-0.145335 0.227035 
-8.125 -0.25 
-8.375 -0.25 
-1.23828 0.25 
-0.699219 0.25 
-0.789062 -0.25 
-3.03516 -0.25 
-8.875 0.25 
-9.125 -0.25 
-7.875 0.25 
-7.625 0.25 
-0.173369 0.237965 
-5.37109 0.25 
-4.29297 0.25 
-3.93359 0.25 
-5.01172 -0.25 
-2.49609 0.25 
-1.05859 0.25 
-0.254211 -0.25 
-0.249346 -0.249998 
-0.150113 -0.229177 
-0.151314 -0.229697 
-0.126705 -0.217481 
-0.106785 -0.204912 
-0.206373 0.246163 
-0.215423 0.247596 
-0.095227 0.196329 
-0.00645749 -0.0564501 
-0.0306095 0.119864 
-0.0299849 0.118714 
-0.0435992 0.141061 
-0.00143964 0.0267828 
-0.00130282 0.025481 
-0.00587971 0.0538967 
-0.249346 0.249998 
-0.878906 0.25 
-0.245419 -0.249957 
-0.242802 -0.249895 
-0.228428 -0.249067 
-0.202512 -0.245447 
-0.178369 -0.239517 
-0.13244 -0.220634 
-0.102525 -0.201868 
-0.108939 -0.206401 
-0.0891366 -0.19137 
-0.180881 0.240254 
-0.21672 0.247774 
-0.207663 0.246388 
-0.0901408 0.19221 
-0.112198 0.208591 
-0.0561267 -0.157838 
-0.0496872 -0.149581 
-0.0399773 -0.13561 
-0.0414089 -0.137802 
-0.0358214 -0.128946 
-0.0287538 -0.116403 
-0.0145597 -0.0840681 
-0.016841 -0.0902024 
-0.00801864 -0.062806 
-0.00240356 -0.0345771 
-0.00277922 -0.037168 
-0.0281474 0.115243 
-0.015453 0.086529 
-0.0569558 0.158851 
-0.0421333 0.138892 
-0.00117281 0.0241785 
-0.0067564 0.0577245 
-0.0053287 0.0513374 
-0.24411 -0.24993 
-0.23757 -0.24969 
-0.234956 -0.249546 
-0.212832 -0.247221 
-0.227125 -0.24895 
-0.180881 -0.240254 
-0.188462 -0.242307 
-0.19355 -0.243543 
-0.201228 -0.245195 
-0.1647 -0.234997 
-0.16964 -0.236732 
-0.141782 -0.225363 
-0.119934 -0.213501 
-0.124434 -0.216178 
-0.131286 -0.220015 
-0.110021 -0.207137 
-0.174616 0.238363 
-0.196103 0.24412 
-0.191003 0.242938 
-0.208953 0.246606 
-0.266846 0.25 
-0.220616 0.248266 
-0.0911494 0.193044 
-0.0851641 0.187959 
-0.0727617 0.176313 
-0.0841822 0.187094 
-0.0793415 0.182689 
-0.133597 0.221246 
-0.126705 0.217481 
-0.141782 0.225363 
-0.119934 0.213501 
-0.0629063 -0.165818 
-0.0406903 -0.136708 
-0.0281474 -0.115243 
-0.0120353 -0.0766313 
-0.002588 -0.035873 
-0.00383688 -0.0436267 
-8.5673e-06 0.00196347 
-0.024637 0.108218 
-0.0159092 0.0877559 
-0.0128508 0.079119 
-0.0629063 0.165818 
-0.00737421 0.0602686 
-0.00506325 0.0500556 
-0.000145631 0.00850681 
-0.00406869 0.044915 
-0.236263 -0.249621 
-0.206373 -0.246163 
-0.251404 -0.25 
-0.158578 -0.232683 
-0.175865 0.238754 
-0.127845 0.218123 
-0.0218814 -0.102281 
-0.0136923 -0.081598 
-0.00974563 -0.0691188 
-0.000310074 -0.0124303 
-0.000625155 0.0176567 
-0.0385688 0.133403 
-0.0520615 0.152709 
-0.009035 0.0665991 
-0.229733 0.249176 
-0.266846 -0.25 
-0.258423 -0.25 
-0.252808 0.25 
-0.519531 -0.25 
-0.317383 -0.25 
-0.258423 0.25 
-0.283691 -0.25 
-0.283691 0.25 
-0.362305 0.25 
-0.317383 0.25 
-0.384766 -0.25 
-0.407227 0.25 
-0.564453 0.25 
-0.474609 0.25 
-1.59766 -0.25 
-9.125 0.25 
-9.625 -0.25 
-5.73047 -0.25 
-5.37109 -0.25 
-3.93359 -0.25 
-6.625 -0.25 
-7.625 -0.25 
-7.125 0.25 
-4.65234 0.25 
-8.375 0.25 
-8.875 -0.25 
-6.375 -0.25 
-4.11328 0.25 
-3.39453 -0.25 
-4.65234 -0.25 
-5.19141 -0.25 
-2.85547 0.25 
-1.41797 0.25 
-1.41797 -0.25 
-1.95703 -0.25 
-1.23828 -0.25 
-9.375 -0.25 
-4.11328 -0.25 
-4.38281 -0.25 
-7.125 -0.25 
-6.875 0.25 
-3.21484 0.25 
-3.75391 0.25 
-3.57422 -0.25 
-7.375 0.25 
-5.01172 0.25 
-4.83203 0.25 
-8.625 0.25 
-5.73047 0.25 
-2.85547 -0.25 
-2.67578 -0.25 
-4.47266 0.25 
-3.03516 0.25 
-3.21484 -0.25 
-1.05859 -0.25 
-1.59766 0.25 
-2.13672 0.25 
-9.375 0.25 
-6.375 0.25 
-5.55078 0.25 
-7.875 -0.25 
-3.39453 0.25 
-3.75391 -0.25 
-5.91016 0.25 
-2.13672 -0.25 
-1.77734 -0.25 
-4.83203 -0.25 
-7.375 -0.25 
-1.95703 0.25 
-2.31641 0.25 
-2.67578 0.25 
-5.19141 0.25 
-2.49609 -0.25 
ZONE T="boundary7"
-10 0 
-9.75 0 
-9.25 0 
-9.5 0 
-9 0 
-9.875 0 
-9.375 0 
-9.125 0 
-9.625 0 
